datetime,demand,hour,day_of_week,is_weekend,event,temp,feelslike,precip,snow,snowdepth,is_snowing,is_raining
2020-03-06 11:00:00,39746,11,4,0,0,41.0,35.1,0.0,0.0,0.11,0,0
2020-03-06 12:00:00,52681,12,4,0,0,38.9,31.3,0.0,0.02,0.13,0,0
2020-03-06 13:00:00,69387,13,4,0,0,38.0,29.2,0.0,0.02,0.15,0,0
2020-03-06 14:00:00,42152,14,4,0,0,38.0,27.4,0.0,0.02,0.18,0,0
2020-03-06 15:00:00,53079,15,4,0,0,35.9,23.8,0.0,0.02,0.2,0,0
2020-03-06 16:00:00,60193,16,4,0,0,34.1,22.2,0.0,0.02,0.22,0,0
2020-03-06 17:00:00,49991,17,4,0,0,32.0,19.2,0.0,0.02,0.24,0,0
2020-03-06 18:00:00,41839,18,4,0,0,32.0,20.2,0.0,0.02,0.27,0,0
2020-03-06 19:00:00,34574,19,4,0,0,30.8,18.5,0.031,0.02,0.29,1,1
2020-03-06 20:00:00,28212,20,4,0,0,30.8,18.5,0.058,0.02,0.31,1,1
2020-03-06 21:00:00,20769,21,4,0,0,30.8,18.2,0.019,0.02,0.33,1,1
2020-03-06 22:00:00,18420,22,4,0,0,29.9,17.2,0.0,0.02,0.36,0,0
2020-03-06 23:00:00,17185,23,4,0,0,29.9,16.9,0.012,0.02,0.38,1,1
2020-03-07 00:00:00,76,0,5,1,0,29.9,16.8,0.0,0.02,0.4,0,0
2020-03-07 01:00:00,0,1,5,1,0,29.9,17.6,0.0,0.02,0.43,0,0
2020-03-07 02:00:00,0,2,5,1,0,29.0,17.1,0.0,0.02,0.45,0,0
2020-03-07 03:00:00,0,3,5,1,0,28.1,16.3,0.0,0.02,0.47,0,0
2020-03-07 04:00:00,0,4,5,1,0,28.1,17.3,0.0,0.02,0.49,0,0
2020-03-07 05:00:00,0,5,5,1,0,26.9,17.8,0.0,0.02,0.52,0,0
2020-03-07 06:00:00,0,6,5,1,0,26.0,15.6,0.0,0.02,0.54,0,0
2020-03-07 07:00:00,0,7,5,1,0,24.2,14.8,0.0,0.02,0.56,0,0
2020-03-07 08:00:00,0,8,5,1,0,24.2,15.6,0.0,0.02,0.58,0,0
2020-03-07 09:00:00,0,9,5,1,0,25.1,16.2,0.0,0.0,0.56,0,0
2020-03-07 10:00:00,0,10,5,1,0,27.0,18.6,0.0,0.0,0.53,0,0
2020-03-07 11:00:00,0,11,5,1,0,28.1,20.0,0.0,0.0,0.51,0,0
2020-03-07 12:00:00,0,12,5,1,0,29.9,21.2,0.0,0.0,0.48,0,0
2020-03-07 13:00:00,0,13,5,1,0,32.0,24.2,0.0,0.0,0.46,0,0
2020-03-07 14:00:00,0,14,5,1,0,32.0,24.4,0.0,0.0,0.43,0,0
2020-03-07 15:00:00,0,15,5,1,0,34.1,26.5,0.0,0.0,0.41,0,0
2020-03-07 16:00:00,0,16,5,1,0,35.0,27.6,0.0,0.0,0.38,0,0
2020-03-07 17:00:00,0,17,5,1,0,35.9,28.8,0.0,0.0,0.36,0,0
2020-03-07 18:00:00,0,18,5,1,0,34.0,25.7,0.0,0.0,0.33,0,0
2020-03-07 19:00:00,0,19,5,1,0,30.8,23.4,0.0,0.0,0.3,0,0
2020-03-07 20:00:00,0,20,5,1,0,29.0,21.1,0.0,0.0,0.28,0,0
2020-03-07 21:00:00,0,21,5,1,0,27.0,19.5,0.0,0.0,0.25,0,0
2020-03-07 22:00:00,0,22,5,1,0,28.1,20.0,0.0,0.0,0.23,0,0
2020-03-07 23:00:00,0,23,5,1,0,29.0,21.9,0.0,0.0,0.2,0,0
2020-03-08 00:00:00,9633,0,6,1,0,28.2,20.1,0.0,0.0,0.18,0,0
2020-03-08 01:00:00,6366,1,6,1,0,28.1,20.8,0.0,0.0,0.15,0,0
2020-03-08 02:00:00,6324,2,6,1,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-03-08 03:00:00,2545,3,6,1,1,27.0,18.9,0.0,0.0,0.13,0,0
2020-03-08 04:00:00,75,4,6,1,0,30.0,22.7,0.0,0.0,0.1,0,0
2020-03-08 05:00:00,0,5,6,1,0,30.9,23.5,0.0,0.0,0.08,0,0
2020-03-08 06:00:00,0,6,6,1,1,33.2,26.7,0.0,0.0,0.05,0,0
2020-03-08 07:00:00,0,7,6,1,0,35.0,27.9,0.0,0.0,0.03,0,0
2020-03-08 08:00:00,0,8,6,1,0,35.9,29.2,0.0,0.0,0.0,0,0
2020-03-08 09:00:00,0,9,6,1,0,37.1,31.6,0.0,0.0,0.0,0,0
2020-03-08 10:00:00,0,10,6,1,0,43.1,36.1,0.0,0.0,0.0,0,0
2020-03-08 11:00:00,0,11,6,1,0,46.1,39.1,0.0,0.0,0.0,0,0
2020-03-08 12:00:00,0,12,6,1,0,47.9,41.4,0.0,0.0,0.0,0,0
2020-03-08 13:00:00,0,13,6,1,0,50.0,50.0,0.0,0.0,0.0,0,0
2020-03-08 14:00:00,0,14,6,1,0,53.9,53.9,0.0,0.0,0.0,0,0
2020-03-08 15:00:00,0,15,6,1,0,55.1,55.1,0.0,0.0,0.0,0,0
2020-03-08 16:00:00,0,16,6,1,0,56.9,56.9,0.0,0.0,0.0,0,0
2020-03-08 17:00:00,0,17,6,1,0,56.9,56.9,0.0,0.0,0.0,0,0
2020-03-08 18:00:00,0,18,6,1,0,56.0,56.0,0.0,0.0,0.0,0,0
2020-03-08 19:00:00,0,19,6,1,0,53.9,53.9,0.0,0.0,0.0,0,0
2020-03-08 20:00:00,0,20,6,1,0,47.9,45.4,0.0,0.0,0.0,0,0
2020-03-08 21:00:00,0,21,6,1,0,47.0,44.9,0.0,0.0,0.0,0,0
2020-03-08 22:00:00,0,22,6,1,0,49.9,45.8,0.0,0.0,0.0,0,0
2020-03-08 23:00:00,0,23,6,1,0,52.0,52.0,0.0,0.0,0.0,0,0
2020-03-09 00:00:00,0,0,0,0,0,50.0,50.0,0.0,0.0,0.0,0,0
2020-03-09 01:00:00,0,1,0,0,0,50.0,50.0,0.0,0.0,0.0,0,0
2020-03-09 02:00:00,0,2,0,0,0,50.1,50.1,0.0,0.0,0.0,0,0
2020-03-09 03:00:00,0,3,0,0,0,50.1,50.1,0.0,0.0,0.0,0,0
2020-03-09 04:00:00,0,4,0,0,1,48.9,46.0,0.0,0.0,0.0,0,0
2020-03-09 05:00:00,0,5,0,0,0,53.0,53.0,0.0,0.0,0.0,0,0
2020-03-09 06:00:00,0,6,0,0,0,52.1,52.1,0.0,0.0,0.0,0,0
2020-03-09 07:00:00,0,7,0,0,0,50.1,50.1,0.0,0.0,0.0,0,0
2020-03-09 08:00:00,0,8,0,0,0,48.9,44.6,0.0,0.0,0.0,0,0
2020-03-09 09:00:00,0,9,0,0,0,52.1,52.1,0.0,0.0,0.0,0,0
2020-03-09 10:00:00,0,10,0,0,1,56.9,56.9,0.0,0.0,0.0,0,0
2020-03-09 11:00:00,0,11,0,0,0,61.1,61.1,0.0,0.0,0.0,0,0
2020-03-09 12:00:00,0,12,0,0,0,62.0,62.0,0.0,0.0,0.0,0,0
2020-03-09 13:00:00,0,13,0,0,0,65.0,65.0,0.0,0.0,0.0,0,0
2020-03-09 14:00:00,0,14,0,0,0,65.0,65.0,0.0,0.0,0.0,0,0
2020-03-09 15:00:00,0,15,0,0,0,64.1,64.1,0.0,0.0,0.0,0,0
2020-03-09 16:00:00,0,16,0,0,0,64.1,64.1,0.0,0.0,0.0,0,0
2020-03-09 17:00:00,0,17,0,0,0,62.0,62.0,0.0,0.0,0.0,0,0
2020-03-09 18:00:00,0,18,0,0,0,59.0,59.0,0.0,0.0,0.0,0,0
2020-03-09 19:00:00,0,19,0,0,0,57.8,57.8,0.0,0.0,0.0,0,0
2020-03-09 20:00:00,0,20,0,0,0,57.9,57.9,0.0,0.0,0.0,0,0
2020-03-09 21:00:00,0,21,0,0,0,53.0,53.0,0.0,0.0,0.0,0,0
2020-03-09 22:00:00,0,22,0,0,0,55.1,55.1,0.0,0.0,0.0,0,0
2020-03-09 23:00:00,0,23,0,0,0,54.0,54.0,0.0,0.0,0.0,0,0
2020-03-10 00:00:00,0,0,1,0,0,55.1,55.1,0.0,0.0,0.0,0,0
2020-03-10 01:00:00,0,1,1,0,0,53.9,53.9,0.0,0.0,0.0,0,0
2020-03-10 02:00:00,0,2,1,0,0,53.9,53.9,0.0,0.0,0.0,0,0
2020-03-10 03:00:00,0,3,1,0,0,55.1,55.1,0.0,0.0,0.0,0,0
2020-03-10 04:00:00,0,4,1,0,0,56.1,56.1,0.0,0.0,0.0,0,0
2020-03-10 05:00:00,0,5,1,0,0,56.0,56.0,0.0,0.0,0.0,0,0
2020-03-10 06:00:00,0,6,1,0,1,56.9,56.9,0.0,0.0,0.0,0,0
2020-03-10 07:00:00,0,7,1,0,0,56.0,56.0,0.0,0.0,0.0,0,0
2020-03-10 08:00:00,0,8,1,0,0,55.1,55.1,0.0,0.0,0.0,0,0
2020-03-10 09:00:00,0,9,1,0,1,53.9,53.9,0.0,0.0,0.0,0,0
2020-03-10 10:00:00,0,10,1,0,0,53.9,53.9,0.0,0.0,0.0,0,0
2020-03-10 11:00:00,0,11,1,0,0,56.0,56.0,0.0,0.0,0.0,0,0
2020-03-10 12:00:00,0,12,1,0,0,56.0,56.0,0.0,0.0,0.0,0,0
2020-03-10 13:00:00,0,13,1,0,0,56.0,56.0,0.0,0.0,0.0,0,0
2020-03-10 14:00:00,0,14,1,0,0,55.1,55.1,0.0,0.0,0.0,0,0
2020-03-10 15:00:00,0,15,1,0,0,53.0,53.0,0.039,0.0,0.0,0,1
2020-03-10 16:00:00,0,16,1,0,0,48.0,41.1,0.02,0.0,0.0,0,1
2020-03-10 17:00:00,0,17,1,0,0,44.9,37.2,0.0,0.0,0.0,0,0
2020-03-10 18:00:00,0,18,1,0,0,39.8,29.8,0.0,0.0,0.0,0,0
2020-03-10 19:00:00,0,19,1,0,0,38.0,28.4,0.0,0.0,0.0,0,0
2020-03-10 20:00:00,0,20,1,0,0,37.1,28.6,0.0,0.0,0.0,0,0
2020-03-10 21:00:00,0,21,1,0,0,35.9,26.9,0.0,0.0,0.0,0,0
2020-03-10 22:00:00,0,22,1,0,0,35.0,27.0,0.0,0.0,0.0,0,0
2020-03-10 23:00:00,0,23,1,0,0,34.1,26.4,0.0,0.0,0.0,0,0
2020-03-11 00:00:00,0,0,2,0,0,33.2,26.5,0.0,0.0,0.0,0,0
2020-03-11 01:00:00,0,1,2,0,0,32.0,25.3,0.0,0.0,0.0,0,0
2020-03-11 02:00:00,0,2,2,0,0,32.0,24.9,0.0,0.0,0.0,0,0
2020-03-11 03:00:00,0,3,2,0,0,30.8,25.9,0.0,0.0,0.0,0,0
2020-03-11 04:00:00,0,4,2,0,0,29.1,29.1,0.0,0.0,0.0,0,0
2020-03-11 05:00:00,0,5,2,0,0,27.0,22.9,0.0,0.0,0.0,0,0
2020-03-11 06:00:00,0,6,2,0,0,26.0,26.0,0.0,0.0,0.0,0,0
2020-03-11 07:00:00,0,7,2,0,0,26.0,26.0,0.0,0.0,0.0,0,0
2020-03-11 08:00:00,0,8,2,0,0,26.0,26.0,0.0,0.0,0.0,0,0
2020-03-11 09:00:00,0,9,2,0,0,28.1,24.4,0.0,0.0,0.0,0,0
2020-03-11 10:00:00,0,10,2,0,0,32.0,32.0,0.0,0.0,0.0,0,0
2020-03-11 11:00:00,0,11,2,0,0,34.1,27.8,0.0,0.0,0.0,0,0
2020-03-11 12:00:00,0,12,2,0,0,35.9,27.8,0.0,0.0,0.0,0,0
2020-03-11 13:00:00,0,13,2,0,0,35.9,28.3,0.0,0.0,0.0,0,0
2020-03-11 14:00:00,0,14,2,0,0,37.1,28.5,0.0,0.0,0.0,0,0
2020-03-11 15:00:00,0,15,2,0,0,39.8,31.5,0.0,0.0,0.0,0,0
2020-03-11 16:00:00,0,16,2,0,0,38.9,31.6,0.0,0.0,0.0,0,0
2020-03-11 17:00:00,0,17,2,0,0,39.8,31.6,0.0,0.0,0.0,0,0
2020-03-11 18:00:00,0,18,2,0,0,38.9,31.9,0.0,0.0,0.0,0,0
2020-03-11 19:00:00,0,19,2,0,0,38.9,32.3,0.0,0.0,0.0,0,0
2020-03-11 20:00:00,0,20,2,0,0,35.9,28.1,0.0,0.0,0.0,0,0
2020-03-11 21:00:00,0,21,2,0,0,35.0,28.6,0.0,0.0,0.0,0,0
2020-03-11 22:00:00,0,22,2,0,0,35.0,29.0,0.0,0.0,0.0,0,0
2020-03-11 23:00:00,0,23,2,0,0,34.1,29.2,0.0,0.0,0.0,0,0
2020-03-12 00:00:00,0,0,3,0,0,34.1,28.6,0.0,0.0,0.0,0,0
2020-03-12 01:00:00,0,1,3,0,0,34.1,29.6,0.0,0.0,0.0,0,0
2020-03-12 02:00:00,0,2,3,0,0,33.2,29.7,0.0,0.0,0.0,0,0
2020-03-12 03:00:00,0,3,3,0,0,33.2,33.2,0.0,0.0,0.0,0,0
2020-03-12 04:00:00,0,4,3,0,0,33.1,33.1,0.0,0.0,0.0,0,0
2020-03-12 05:00:00,0,5,3,0,0,32.0,32.0,0.0,0.0,0.0,0,0
2020-03-12 06:00:00,0,6,3,0,0,34.0,34.0,0.0,0.0,0.0,0,0
2020-03-12 07:00:00,0,7,3,0,1,35.0,35.0,0.0,0.0,0.0,0,0
2020-03-12 08:00:00,0,8,3,0,0,35.0,35.0,0.0,0.0,0.0,0,0
2020-03-12 09:00:00,0,9,3,0,0,35.9,35.9,0.0,0.0,0.0,0,0
2020-03-12 10:00:00,0,10,3,0,1,37.1,37.1,0.0,0.0,0.0,0,0
2020-03-12 11:00:00,0,11,3,0,0,41.0,39.3,0.0,0.0,0.0,0,0
2020-03-12 12:00:00,0,12,3,0,0,43.0,39.6,0.0,0.0,0.0,0,0
2020-03-12 13:00:00,0,13,3,0,0,44.9,41.6,0.0,0.0,0.0,0,0
2020-03-12 14:00:00,0,14,3,0,0,47.9,44.9,0.0,0.0,0.0,0,0
2020-03-12 15:00:00,0,15,3,0,0,48.8,45.3,0.0,0.0,0.0,0,0
2020-03-12 16:00:00,0,16,3,0,0,48.8,45.1,0.0,0.0,0.0,0,0
2020-03-12 17:00:00,0,17,3,0,0,51.1,51.1,0.0,0.0,0.0,0,0
2020-03-12 18:00:00,0,18,3,0,0,48.0,43.9,0.0,0.0,0.0,0,0
2020-03-12 19:00:00,0,19,3,0,0,44.1,39.4,0.0,0.0,0.0,0,0
2020-03-12 20:00:00,0,20,3,0,0,45.0,40.8,0.0,0.0,0.0,0,0
2020-03-12 21:00:00,0,21,3,0,1,50.0,46.0,0.0,0.0,0.0,0,0
2020-03-12 22:00:00,0,22,3,0,0,52.0,52.0,0.0,0.0,0.0,0,0
2020-03-12 23:00:00,0,23,3,0,0,51.2,51.2,0.0,0.0,0.0,0,0
2020-03-13 00:00:00,0,0,4,0,0,51.2,51.2,0.0,0.0,0.0,0,0
2020-03-13 01:00:00,0,1,4,0,0,51.2,51.2,0.0,0.0,0.0,0,0
2020-03-13 02:00:00,0,2,4,0,0,50.0,50.0,0.0,0.0,0.0,0,0
2020-03-13 03:00:00,0,3,4,0,0,50.0,44.4,0.012,0.0,0.0,0,1
2020-03-13 04:00:00,0,4,4,0,1,51.1,51.1,0.0,0.0,0.0,0,0
2020-03-13 05:00:00,0,5,4,0,0,51.2,51.2,0.012,0.0,0.0,0,1
2020-03-13 06:00:00,0,6,4,0,0,52.0,52.0,0.001,0.0,0.0,0,1
2020-03-13 07:00:00,0,7,4,0,0,51.2,51.2,0.027,0.0,0.0,0,1
2020-03-13 08:00:00,0,8,4,0,0,51.2,51.2,0.015,0.0,0.0,0,1
2020-03-13 09:00:00,0,9,4,0,0,52.0,52.0,0.012,0.0,0.0,0,1
2020-03-13 10:00:00,0,10,4,0,0,45.0,36.9,0.0,0.0,0.0,0,0
2020-03-13 11:00:00,0,11,4,0,0,44.9,37.3,0.0,0.0,0.0,0,0
2020-03-13 12:00:00,0,12,4,0,0,47.0,39.5,0.0,0.0,0.0,0,0
2020-03-13 13:00:00,0,13,4,0,0,44.9,35.9,0.0,0.0,0.0,0,0
2020-03-13 14:00:00,0,14,4,0,0,44.9,35.5,0.0,0.0,0.0,0,0
2020-03-13 15:00:00,0,15,4,0,0,44.9,34.8,0.0,0.0,0.0,0,0
2020-03-13 16:00:00,0,16,4,0,0,43.1,31.7,0.0,0.0,0.0,0,0
2020-03-13 17:00:00,0,17,4,0,1,42.2,32.6,0.0,0.0,0.0,0,0
2020-03-13 18:00:00,0,18,4,0,0,43.0,33.4,0.0,0.0,0.0,0,0
2020-03-13 19:00:00,0,19,4,0,0,41.0,31.9,0.0,0.0,0.0,0,0
2020-03-13 20:00:00,0,20,4,0,0,38.9,32.7,0.0,0.0,0.0,0,0
2020-03-13 21:00:00,0,21,4,0,0,37.2,30.5,0.0,0.0,0.0,0,0
2020-03-13 22:00:00,0,22,4,0,0,35.1,28.0,0.0,0.0,0.0,0,0
2020-03-13 23:00:00,0,23,4,0,0,34.1,25.9,0.0,0.0,0.0,0,0
2020-03-14 00:00:00,0,0,5,1,0,38.0,28.2,0.0,0.0,0.0,0,0
2020-03-14 01:00:00,0,1,5,1,0,38.0,30.0,0.0,0.0,0.0,0,0
2020-03-14 02:00:00,0,2,5,1,0,37.1,27.5,0.0,0.0,0.0,0,0
2020-03-14 03:00:00,0,3,5,1,0,35.9,27.4,0.0,0.0,0.0,0,0
2020-03-14 04:00:00,0,4,5,1,0,35.0,26.8,0.0,0.0,0.0,0,0
2020-03-14 05:00:00,0,5,5,1,0,34.1,26.1,0.0,0.0,0.0,0,0
2020-03-14 06:00:00,0,6,5,1,1,33.2,26.2,0.0,0.0,0.0,0,0
2020-03-14 07:00:00,0,7,5,1,0,33.2,26.9,0.0,0.0,0.0,0,0
2020-03-14 08:00:00,0,8,5,1,0,34.0,24.9,0.0,0.0,0.0,0,0
2020-03-14 09:00:00,0,9,5,1,0,34.1,25.2,0.0,0.0,0.0,0,0
2020-03-14 10:00:00,0,10,5,1,0,34.1,24.5,0.0,0.0,0.0,0,0
2020-03-14 11:00:00,0,11,5,1,0,35.0,25.4,0.0,0.0,0.0,0,0
2020-03-14 12:00:00,0,12,5,1,0,35.9,27.9,0.0,0.0,0.0,0,0
2020-03-14 13:00:00,0,13,5,1,1,38.0,31.3,0.0,0.0,0.0,0,0
2020-03-14 14:00:00,0,14,5,1,0,38.0,30.6,0.0,0.0,0.0,0,0
2020-03-14 15:00:00,0,15,5,1,0,38.9,31.1,0.0,0.0,0.0,0,0
2020-03-14 16:00:00,0,16,5,1,0,38.0,30.3,0.0,0.0,0.0,0,0
2020-03-14 17:00:00,0,17,5,1,0,38.0,30.4,0.0,0.0,0.0,0,0
2020-03-14 18:00:00,0,18,5,1,0,37.1,29.8,0.0,0.0,0.0,0,0
2020-03-14 19:00:00,0,19,5,1,0,35.9,28.1,0.0,0.0,0.0,0,0
2020-03-14 20:00:00,0,20,5,1,0,35.9,29.6,0.0,0.0,0.0,0,0
2020-03-14 21:00:00,0,21,5,1,0,35.0,27.4,0.0,0.0,0.0,0,0
2020-03-14 22:00:00,0,22,5,1,0,35.0,29.6,0.0,0.0,0.0,0,0
2020-03-14 23:00:00,0,23,5,1,0,34.1,29.0,0.0,0.0,0.0,0,0
2020-03-15 00:00:00,0,0,6,1,1,34.1,28.0,0.0,0.0,0.0,0,0
2020-03-15 01:00:00,0,1,6,1,0,33.2,27.7,0.0,0.0,0.0,0,0
2020-03-15 02:00:00,0,2,6,1,0,32.0,26.3,0.0,0.0,0.0,0,0
2020-03-15 03:00:00,0,3,6,1,0,30.8,25.7,0.0,0.0,0.0,0,0
2020-03-15 04:00:00,0,4,6,1,0,30.9,23.4,0.0,0.0,0.0,0,0
2020-03-15 05:00:00,0,5,6,1,0,32.0,21.6,0.0,0.0,0.0,0,0
2020-03-15 06:00:00,0,6,6,1,0,32.0,22.0,0.0,0.0,0.0,0,0
2020-03-15 07:00:00,0,7,6,1,0,29.9,19.0,0.0,0.0,0.0,0,0
2020-03-15 08:00:00,0,8,6,1,0,29.9,20.1,0.0,0.0,0.0,0,0
2020-03-15 09:00:00,0,9,6,1,0,30.8,20.5,0.0,0.0,0.0,0,0
2020-03-15 10:00:00,0,10,6,1,0,30.8,20.9,0.0,0.0,0.0,0,0
2020-03-15 11:00:00,0,11,6,1,0,32.0,22.5,0.0,0.0,0.0,0,0
2020-03-15 12:00:00,0,12,6,1,1,32.0,23.5,0.0,0.0,0.0,0,0
2020-03-15 13:00:00,0,13,6,1,1,33.2,23.7,0.0,0.0,0.0,0,0
2020-03-15 14:00:00,0,14,6,1,0,34.1,25.3,0.0,0.0,0.0,0,0
2020-03-15 15:00:00,0,15,6,1,0,34.0,26.0,0.0,0.0,0.0,0,0
2020-03-15 16:00:00,0,16,6,1,0,34.0,27.1,0.0,0.0,0.0,0,0
2020-03-15 17:00:00,0,17,6,1,1,34.0,26.5,0.0,0.0,0.0,0,0
2020-03-15 18:00:00,0,18,6,1,0,32.0,27.2,0.0,0.0,0.0,0,0
2020-03-15 19:00:00,0,19,6,1,0,30.8,24.6,0.0,0.0,0.0,0,0
2020-03-15 20:00:00,0,20,6,1,0,29.0,22.5,0.0,0.0,0.0,0,0
2020-03-15 21:00:00,0,21,6,1,0,28.1,22.3,0.0,0.0,0.0,0,0
2020-03-15 22:00:00,0,22,6,1,1,28.1,28.1,0.0,0.0,0.0,0,0
2020-03-15 23:00:00,0,23,6,1,0,26.0,26.0,0.0,0.0,0.0,0,0
2020-03-16 00:00:00,0,0,0,0,0,25.0,25.0,0.0,0.0,0.0,0,0
2020-03-16 01:00:00,0,1,0,0,0,24.2,24.2,0.0,0.0,0.0,0,0
2020-03-16 02:00:00,0,2,0,0,0,24.2,24.2,0.0,0.0,0.0,0,0
2020-03-16 03:00:00,0,3,0,0,1,24.2,19.1,0.0,0.0,0.0,0,0
2020-03-16 04:00:00,0,4,0,0,0,23.1,15.4,0.0,0.0,0.0,0,0
2020-03-16 05:00:00,0,5,0,0,0,23.0,12.6,0.0,0.0,0.0,0,0
2020-03-16 06:00:00,0,6,0,0,1,21.9,12.2,0.0,0.0,0.0,0,0
2020-03-16 07:00:00,0,7,0,0,0,21.0,12.9,0.0,0.0,0.0,0,0
2020-03-16 08:00:00,0,8,0,0,0,21.0,13.3,0.0,0.0,0.0,0,0
