datetime,actual_demand,predicted_demand
2022-10-12 10:00:00,37257.0,34455.52554031907
2022-10-12 11:00:00,36267.0,34815.32310728207
2022-10-12 12:00:00,47873.0,40493.917191324814
2022-10-12 13:00:00,67295.0,55492.17446005017
2022-10-12 14:00:00,51286.0,60231.26017237342
2022-10-12 15:00:00,66238.0,58417.53632381948
2022-10-12 16:00:00,65775.0,69750.43198111648
2022-10-12 17:00:00,58239.0,64179.47014947659
2022-10-12 18:00:00,45102.0,48718.88114884236
2022-10-12 19:00:00,34165.0,35479.793628532505
2022-10-12 20:00:00,25884.000000000004,26878.70633678825
2022-10-12 21:00:00,16353.0,19434.407067393768
2022-10-12 22:00:00,15104.0,13640.503862368354
2022-10-12 23:00:00,7416.0,11267.24323300288
2022-10-13 00:00:00,4065.0000000000005,4419.524515257323
2022-10-13 01:00:00,842.0,1477.608218657503
2022-10-13 02:00:00,117.0,0.0
2022-10-13 03:00:00,48.00000000000001,0.0
2022-10-13 04:00:00,4601.0,1331.6630671827402
2022-10-13 05:00:00,17183.0,11777.891842364848
2022-10-13 06:00:00,39744.0,30279.62848234808
2022-10-13 07:00:00,98708.99999999999,72732.96984335143
2022-10-13 08:00:00,55106.0,75204.40532060759
2022-10-13 09:00:00,39734.0,47743.12697794016
2022-10-13 10:00:00,34074.0,33622.31889720934
2022-10-13 11:00:00,36157.99999999999,34140.04091579875
2022-10-13 12:00:00,44563.0,41202.46818417746
2022-10-13 13:00:00,54459.0,55703.795428540885
2022-10-13 14:00:00,42144.0,52977.69253937357
2022-10-13 15:00:00,63602.0,53685.474762474514
2022-10-13 16:00:00,72939.0,67376.92195329131
2022-10-13 17:00:00,61750.0,68076.39793329513
2022-10-13 18:00:00,48022.0,51629.63039077236
2022-10-13 19:00:00,34292.0,38413.36756554717
2022-10-13 20:00:00,24527.0,28010.89890946966
2022-10-13 21:00:00,18961.0,18314.289856763637
2022-10-13 22:00:00,11985.0,15363.8469482364
2022-10-13 23:00:00,10575.0,9316.447222696614
2022-10-14 00:00:00,4755.0,6798.880751094897
2022-10-14 01:00:00,2029.0,2002.0114310719393
2022-10-14 02:00:00,48.00000000000001,568.563695267984
2022-10-14 03:00:00,12.000000000000002,0.0
2022-10-14 04:00:00,2189.0,2228.047203410514
2022-10-14 05:00:00,13696.0,10870.218187647011
2022-10-14 06:00:00,37342.0,29978.34841051116
2022-10-14 07:00:00,90358.0,72209.06081515248
2022-10-14 08:00:00,47248.0,70384.22813224712
2022-10-14 09:00:00,40041.0,43728.79394256251
2022-10-14 10:00:00,33423.0,34696.96754427594
2022-10-14 11:00:00,42585.0,37465.06993597101
2022-10-14 12:00:00,52370.0,49616.531957474406
2022-10-14 13:00:00,71732.0,61532.23321325579
2022-10-14 14:00:00,62347.0,63266.90723773918
2022-10-14 15:00:00,65660.0,66423.38463378669
2022-10-14 16:00:00,53278.0,67765.07415756633
2022-10-14 17:00:00,53442.0,53322.12929798002
2022-10-14 18:00:00,48239.0,48399.98276539354
2022-10-14 19:00:00,40924.0,42658.92447295224
2022-10-14 20:00:00,27896.0,33711.92944619429
2022-10-14 21:00:00,23095.0,21864.89686270475
2022-10-14 22:00:00,21301.0,18301.69855785012
2022-10-14 23:00:00,16547.0,16522.162689492096
2022-10-15 00:00:00,5341.0,9883.986683695919
2022-10-15 01:00:00,1490.0,2495.182228342546
2022-10-15 02:00:00,54.0,0.0
2022-10-15 03:00:00,86.0,0.0
2022-10-15 04:00:00,2302.9999999999995,1016.1920063815936
2022-10-15 05:00:00,6396.0,5519.806560770641
2022-10-15 06:00:00,7437.0,12631.391038925436
2022-10-15 07:00:00,8973.0,24129.65334641167
2022-10-15 08:00:00,16549.0,19677.19060676729
2022-10-15 09:00:00,21782.0,25396.536691390225
2022-10-15 10:00:00,34582.0,27627.16373803565
2022-10-15 11:00:00,42614.0,37510.65539443786
2022-10-15 12:00:00,38564.0,45378.1177833893
2022-10-15 13:00:00,43219.0,45796.99618420683
2022-10-15 14:00:00,45619.0,47052.64911380566
2022-10-15 15:00:00,50634.0,48874.05961581218
2022-10-15 16:00:00,50049.0,50174.74246076956
2022-10-15 17:00:00,48919.0,49752.41532826042
2022-10-15 18:00:00,45073.0,46258.182267425065
2022-10-15 19:00:00,38339.0,40839.75974400735
2022-10-15 20:00:00,30150.0,32660.482214634954
2022-10-15 21:00:00,18985.0,23907.27035737977
2022-10-15 22:00:00,13074.999999999998,16812.972683117896
2022-10-15 23:00:00,15240.0,13126.30292658783
2022-10-16 00:00:00,10030.0,11509.455309631041
