datetime,demand,hour,day_of_week,is_weekend,event,demandH1,demandH2,demandH3,hour_sin,hour_cos,minutes,hour^2,hour^3,demand24HAgo,demand7HAgo,h_0.0,h_1.0,h_2.0,h_3.0,h_4.0,h_5.0,h_6.0,h_7.0,h_8.0,h_9.0,h_10.0,h_11.0,h_12.0,h_13.0,h_14.0,h_15.0,h_16.0,h_17.0,h_18.0,h_19.0,h_20.0,h_21.0,h_22.0,h_23.0,h_0.0_weekend,h_1.0_weekend,h_2.0_weekend,h_3.0_weekend,h_4.0_weekend,h_5.0_weekend,h_6.0_weekend,h_7.0_weekend,h_8.0_weekend,h_9.0_weekend,h_10.0_weekend,h_11.0_weekend,h_12.0_weekend,h_13.0_weekend,h_14.0_weekend,h_15.0_weekend,h_16.0_weekend,h_17.0_weekend,h_18.0_weekend,h_19.0_weekend,h_20.0_weekend,h_21.0_weekend,h_22.0_weekend,h_23.0_weekend,rush,prediction_linear
2020-03-04 03:00:00,12,3.0,2,0,0,0.0,0.0,0.0,0.7071067811865476,0.7071067811865476,180,32400,5832000,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-75.28298693371903
2020-03-04 04:00:00,2732,4.0,2,0,0,12.0,0.0,0.0,0.8660254037844386,0.5000000000000001,240,57600,13824000,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,760.2764771081188
2020-03-04 05:00:00,15211,5.0,2,0,0,2732.0,12.0,0.0,0.9659258262890683,0.25881904510252074,300,90000,27000000,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5289.817381071968
2020-03-04 06:00:00,38626,6.0,2,0,0,15211.0,2732.0,12.0,1.0,6.123233995736766e-17,360,129600,46656000,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15273.464505827593
2020-03-04 07:00:00,80690,7.0,2,0,0,38626.0,15211.0,2732.0,0.9659258262890683,-0.25881904510252063,420,176400,74088000,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34978.56183495186
2020-03-04 08:00:00,43938,8.0,2,0,0,80690.0,38626.0,15211.0,0.8660254037844387,-0.4999999999999998,480,230400,110592000,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40584.97392472923
2020-03-04 09:00:00,34140,9.0,2,0,1,43938.0,80690.0,38626.0,0.7071067811865476,-0.7071067811865475,540,291600,157464000,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24252.873269886808
2020-03-04 10:00:00,31689,10.0,2,0,0,34140.0,43938.0,80690.0,0.49999999999999994,-0.8660254037844387,600,360000,216000000,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17764.681827640932
2020-03-04 11:00:00,31154,11.0,2,0,0,31689.0,34140.0,43938.0,0.258819045102521,-0.9659258262890682,660,435600,287496000,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19488.858893369485
2020-03-04 12:00:00,41496,12.0,2,0,0,31154.0,31689.0,34140.0,1.2246467991473532e-16,-1.0,720,518400,373248000,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20754.375328453287
2020-03-04 13:00:00,54075,13.0,2,0,0,41496.0,31154.0,31689.0,-0.2588190451025208,-0.9659258262890683,780,608400,474552000,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28952.295046429495
2020-03-04 14:00:00,44687,14.0,2,0,0,54075.0,41496.0,31154.0,-0.4999999999999997,-0.8660254037844388,840,705600,592704000,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30115.238958284008
2020-03-04 15:00:00,52937,15.0,2,0,0,44687.0,54075.0,41496.0,-0.7071067811865471,-0.7071067811865479,900,810000,729000000,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28766.652740284695
2020-03-04 16:00:00,63211,16.0,2,0,0,52937.0,44687.0,54075.0,-0.8660254037844385,-0.5000000000000004,960,921600,884736000,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32382.191016557095
2020-03-04 17:00:00,48513,17.0,2,0,0,63211.0,52937.0,44687.0,-0.9659258262890683,-0.25881904510252063,1020,1040400,1061208000,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35335.007563463914
2020-03-04 18:00:00,39475,18.0,2,0,0,48513.0,63211.0,52937.0,-1.0,-1.8369701987210297e-16,1080,1166400,1259712000,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24585.048433328666
2020-03-04 19:00:00,28240,19.0,2,0,0,39475.0,48513.0,63211.0,-0.9659258262890684,0.2588190451025203,1140,1299600,1481544000,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19350.78379488812
2020-03-04 20:00:00,20103,20.0,2,0,0,28240.0,39475.0,48513.0,-0.8660254037844386,0.5000000000000001,1200,1440000,1728000000,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14098.087855332042
2020-03-04 21:00:00,9298,21.0,2,0,0,20103.0,28240.0,39475.0,-0.7071067811865477,0.7071067811865474,1260,1587600,2000376000,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9350.659868320114
2020-03-04 22:00:00,9042,22.0,2,0,0,9298.0,20103.0,28240.0,-0.5000000000000004,0.8660254037844384,1320,1742400,-1994999296,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4075.5763867243804
2020-03-04 23:00:00,6080,23.0,2,0,0,9042.0,9298.0,20103.0,-0.25881904510252157,0.9659258262890681,1380,1904400,-1666895296,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3992.1239714344665
2020-03-05 00:00:00,41,0.0,3,0,0,6080.0,9042.0,9298.0,0.0,1.0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2681.606788176426
2020-03-05 01:00:00,0,1.0,3,0,0,41.0,6080.0,9042.0,0.25881904510252074,0.9659258262890683,60,3600,216000,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1200.2054540234478
2020-03-05 02:00:00,0,2.0,3,0,0,0.0,41.0,6080.0,0.49999999999999994,0.8660254037844387,120,14400,1728000,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-505.9685178249838
2020-03-05 03:00:00,0,3.0,3,0,0,0.0,0.0,41.0,0.7071067811865476,0.7071067811865476,180,32400,5832000,12.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-74.34602399984237
2020-03-05 04:00:00,0,4.0,3,0,0,0.0,0.0,0.0,0.8660254037844386,0.5000000000000001,240,57600,13824000,2732.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1276.9623869264092
2020-03-05 05:00:00,0,5.0,3,0,0,0.0,0.0,0.0,0.9659258262890683,0.25881904510252074,300,90000,27000000,15211.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6482.4978495042715
2020-03-05 06:00:00,0,6.0,3,0,0,0.0,0.0,0.0,1.0,6.123233995736766e-17,360,129600,46656000,38626.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13129.639277019232
2020-03-05 07:00:00,0,7.0,3,0,0,0.0,0.0,0.0,0.9659258262890683,-0.25881904510252063,420,176400,74088000,80690.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26457.421547266564
2020-03-05 08:00:00,0,8.0,3,0,0,0.0,0.0,0.0,0.8660254037844387,-0.4999999999999998,480,230400,110592000,43938.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-672.9997205004347
2020-03-05 09:00:00,0,9.0,3,0,0,0.0,0.0,0.0,0.7071067811865476,-0.7071067811865475,540,291600,157464000,34140.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6066.747270156742
2020-03-05 10:00:00,0,10.0,3,0,0,0.0,0.0,0.0,0.49999999999999994,-0.8660254037844387,600,360000,216000000,31689.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5865.478140324095
2020-03-05 11:00:00,0,11.0,3,0,0,0.0,0.0,0.0,0.258819045102521,-0.9659258262890682,660,435600,287496000,31154.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7609.326363199687
2020-03-05 12:00:00,0,12.0,3,0,0,0.0,0.0,0.0,1.2246467991473532e-16,-1.0,720,518400,373248000,41496.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10820.564557794947
2020-03-05 13:00:00,0,13.0,3,0,1,0.0,0.0,0.0,-0.2588190451025208,-0.9659258262890683,780,608400,474552000,54075.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14726.601274406088
2020-03-05 14:00:00,0,14.0,3,0,1,0.0,0.0,0.0,-0.4999999999999997,-0.8660254037844388,840,705600,592704000,44687.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6334.119493061351
2020-03-05 15:00:00,0,15.0,3,0,0,0.0,0.0,0.0,-0.7071067811865471,-0.7071067811865479,900,810000,729000000,52937.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13183.149287086646
2020-03-05 16:00:00,0,16.0,3,0,0,0.0,0.0,0.0,-0.8660254037844385,-0.5000000000000004,960,921600,884736000,63211.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13781.68096851648
2020-03-05 17:00:00,0,17.0,3,0,0,0.0,0.0,0.0,-0.9659258262890683,-0.25881904510252063,1020,1040400,1061208000,48513.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7278.668190106719
2020-03-05 18:00:00,0,18.0,3,0,0,0.0,0.0,0.0,-1.0,-1.8369701987210297e-16,1080,1166400,1259712000,39475.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4570.038517240514
2020-03-05 19:00:00,0,19.0,3,0,0,0.0,0.0,0.0,-0.9659258262890684,0.2588190451025203,1140,1299600,1481544000,28240.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2930.3283567549897
2020-03-05 20:00:00,0,20.0,3,0,0,0.0,0.0,0.0,-0.8660254037844386,0.5000000000000001,1200,1440000,1728000000,20103.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2540.114851172025
2020-03-05 21:00:00,0,21.0,3,0,0,0.0,0.0,0.0,-0.7071067811865477,0.7071067811865474,1260,1587600,2000376000,9298.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328.5147829915021
2020-03-05 22:00:00,0,22.0,3,0,1,0.0,0.0,0.0,-0.5000000000000004,0.8660254037844384,1320,1742400,-1994999296,9042.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1213.2712497021275
2020-03-05 23:00:00,0,23.0,3,0,0,0.0,0.0,0.0,-0.25881904510252157,0.9659258262890681,1380,1904400,-1666895296,6080.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306.2470737141798
2020-03-06 00:00:00,2805,0.0,4,0,0,0.0,0.0,0.0,0.0,1.0,0,0,0,41.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-656.4787442089378
2020-03-06 01:00:00,570,1.0,4,0,1,2805.0,0.0,0.0,0.25881904510252074,0.9659258262890683,60,3600,216000,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,896.1050519466373
2020-03-06 02:00:00,223,2.0,4,0,0,570.0,2805.0,0.0,0.49999999999999994,0.8660254037844387,120,14400,1728000,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.27247193997595787
2020-03-06 03:00:00,0,3.0,4,0,0,223.0,570.0,2805.0,0.7071067811865476,0.7071067811865476,180,32400,5832000,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-39.565271580130684
2020-03-06 04:00:00,1464,4.0,4,0,0,0.0,223.0,570.0,0.8660254037844386,0.5000000000000001,240,57600,13824000,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,729.0998499166787
2020-03-06 05:00:00,16115,5.0,4,0,0,1464.0,0.0,223.0,0.9659258262890683,0.25881904510252074,300,90000,27000000,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4481.294025899221
2020-03-06 06:00:00,39919,6.0,4,0,0,16115.0,1464.0,0.0,1.0,6.123233995736766e-17,360,129600,46656000,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15871.350207889387
2020-03-06 07:00:00,85144,7.0,4,0,1,39919.0,16115.0,1464.0,0.9659258262890683,-0.25881904510252063,420,176400,74088000,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35742.05719476929
2020-03-06 08:00:00,51271,8.0,4,0,0,85144.0,39919.0,16115.0,0.8660254037844387,-0.4999999999999998,480,230400,110592000,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43342.97062277184
2020-03-06 09:00:00,34701,9.0,4,0,0,51271.0,85144.0,39919.0,0.7071067811865476,-0.7071067811865475,540,291600,157464000,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28829.31495147267
2020-03-06 10:00:00,30195,10.0,4,0,0,34701.0,51271.0,85144.0,0.49999999999999994,-0.8660254037844387,600,360000,216000000,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17819.429573708097
2020-03-06 11:00:00,39746,11.0,4,0,0,30195.0,34701.0,51271.0,0.258819045102521,-0.9659258262890682,660,435600,287496000,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18288.82289289017
2020-03-06 12:00:00,52681,12.0,4,0,0,39746.0,30195.0,34701.0,1.2246467991473532e-16,-1.0,720,518400,373248000,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26196.451122416915
2020-03-06 13:00:00,69387,13.0,4,0,0,52681.0,39746.0,30195.0,-0.2588190451025208,-0.9659258262890683,780,608400,474552000,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35893.27821869359
2020-03-06 14:00:00,42152,14.0,4,0,0,69387.0,52681.0,39746.0,-0.4999999999999997,-0.8660254037844388,840,705600,592704000,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39274.841135331386
2020-03-06 15:00:00,53079,15.0,4,0,0,42152.0,69387.0,52681.0,-0.7071067811865471,-0.7071067811865479,900,810000,729000000,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26475.828923733206
2020-03-06 16:00:00,60193,16.0,4,0,0,53079.0,42152.0,69387.0,-0.8660254037844385,-0.5000000000000004,960,921600,884736000,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32014.186292553637
2020-03-06 17:00:00,49991,17.0,4,0,0,60193.0,53079.0,42152.0,-0.9659258262890683,-0.25881904510252063,1020,1040400,1061208000,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33509.228005711586
2020-03-06 18:00:00,41839,18.0,4,0,0,49991.0,60193.0,53079.0,-1.0,-1.8369701987210297e-16,1080,1166400,1259712000,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25576.69108609526
2020-03-06 19:00:00,34574,19.0,4,0,0,41839.0,49991.0,60193.0,-0.9659258262890684,0.2588190451025203,1140,1299600,1481544000,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20914.78951737973
2020-03-06 20:00:00,28212,20.0,4,0,0,34574.0,41839.0,49991.0,-0.8660254037844386,0.5000000000000001,1200,1440000,1728000000,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18002.9587617489
2020-03-06 21:00:00,20769,21.0,4,0,0,28212.0,34574.0,41839.0,-0.7071067811865477,0.7071067811865474,1260,1587600,2000376000,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14265.79493465824
2020-03-06 22:00:00,18420,22.0,4,0,0,20769.0,28212.0,34574.0,-0.5000000000000004,0.8660254037844384,1320,1742400,-1994999296,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10946.503130731433
2020-03-06 23:00:00,17185,23.0,4,0,0,18420.0,20769.0,28212.0,-0.25881904510252157,0.9659258262890681,1380,1904400,-1666895296,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9411.780437065434
2020-03-07 00:00:00,76,0.0,5,1,0,17185.0,18420.0,20769.0,0.0,1.0,0,0,0,2805.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8750.272977424258
2020-03-07 01:00:00,0,1.0,5,1,0,76.0,17185.0,18420.0,0.25881904510252074,0.9659258262890683,60,3600,216000,570.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1351.2570197796085
2020-03-07 02:00:00,0,2.0,5,1,0,0.0,76.0,17185.0,0.49999999999999994,0.8660254037844387,120,14400,1728000,223.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-746.7554167079145
2020-03-07 03:00:00,0,3.0,5,1,0,0.0,0.0,76.0,0.7071067811865476,0.7071067811865476,180,32400,5832000,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.611746500401637
2020-03-07 04:00:00,0,4.0,5,1,0,0.0,0.0,0.0,0.8660254037844386,0.5000000000000001,240,57600,13824000,1464.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,658.5795012649218
